日期 天气状况 气温 风力风向
2016年12月16日 霾/霾 10℃/-1℃ 东北风≤3级/东北风≤3级
2016年12月17日 霾/霾 11℃/0℃ 东北风≤3级/东北风≤3级
2016年12月18日 霾/霾 10℃/2℃ 东北风≤3级/东北风≤3级
2016年12月19日 霾/霾 10℃/2℃ 东北风≤3级/东北风≤3级
2016年12月20日 小雨/小雨 6℃/2℃ 西南风≤3级/西南风≤3级
2016年12月21日 阴/晴 8℃/-1℃ 北风≤3级/北风≤3级
2016年12月22日 晴/晴 11℃/-1℃ 东北风≤3级/东北风≤3级
2016年12月23日 多云/阴 9℃/0℃ 东风≤3级/东风≤3级
2016年12月24日 阴/雨夹雪 7℃/1℃ 东风≤3级/东风≤3级
2016年12月25日 雨夹雪/小雪 5℃/-1℃ 南风≤3级/西南风≤3级
2016年12月26日 多云/晴 7℃/-2℃ 东北风≤3级/东北风≤3级
2016年12月27日 晴/晴 7℃/-3℃ 东北风≤3级/东北风≤3级
2016年12月28日 晴/晴 5℃/-4℃ 东北风≤3级/东风≤3级
2016年12月29日 多云/多云 6℃/-2℃ 东风≤3级/东风≤3级
2016年12月30日 霾/霾 6℃/-2℃ 东北风≤3级/东北风≤3级
2016年12月31日 霾/霾 8℃/-1℃ 东风≤3级/东风≤3级
2017年01月01日 阴/多云 8℃/0℃ 东风≤3级/东风≤3级
2017年01月02日 霾/霾 8℃/2℃ 东风≤3级/东风≤3级
2017年01月03日 霾/霾 8℃/0℃ 东风≤3级/东风≤3级
2017年01月04日 霾/霾 10℃/4℃ 东北风≤3级/东北风≤3级
2017年01月05日 小雨/小雨 6℃/4℃ 东风≤3级/东风≤3级
2017年01月06日 小雨/小雨 5℃/2℃ 东风≤3级/东风≤3级
2017年01月07日 阴/多云 6℃/-1℃ 东风≤3级/东风≤3级
2017年01月08日 多云/多云 6℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月09日 阴/阴 6℃/1℃ 东风≤3级/东风≤3级
2017年01月10日 阴/阴 4℃/-1℃ 南风≤3级/南风≤3级
2017年01月11日 多云/多云 7℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月12日 晴/晴 8℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月13日 晴/多云 8℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月14日 多云/多云 8℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月15日 霾/霾 5℃/-1℃ 东风≤3级/东风≤3级
2017年01月16日 霾/霾 5℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月17日 霾/霾 6℃/-1℃ 东北风≤3级/东北风≤3级
2017年01月18日 阴/多云 6℃/-3℃ 东北风≤3级/东北风≤3级
2017年01月19日 晴/晴 4℃/-5℃ 北风≤3级/北风≤3级
2017年01月20日 多云/多云 4℃/-3℃ 西北风≤3级/西北风≤3级
2017年01月21日 晴/晴 7℃/-1℃ 东北风≤3级/东北风≤3级
2017年01月22日 晴/晴 8℃/-1℃ 东北风≤3级/东北风≤3级
2017年01月23日 多云/多云 8℃/-2℃ 东北风≤3级/东北风≤3级
2017年01月24日 阴/多云 7℃/-1℃ 东北风≤3级/东北风≤3级
2017年01月25日 多云/多云 9℃/1℃ 东北风≤3级/东北风≤3级
2017年01月26日 多云/晴 7℃/-2℃ 北风≤3级/北风≤3级
2017年01月27日 多云/阴 8℃/0℃ 东风≤3级/东风≤3级
2017年01月28日 阴/阴 7℃/0℃ 东北风≤3级/西风≤3级
2017年01月29日 多云/多云 5℃/-4℃ 北风≤3级/东北风≤3级
2017年01月30日 多云/阴 4℃/-3℃ 东北风≤3级/东北风≤3级
2017年01月31日 阴/多云 4℃/-2℃ 东风≤3级/东风≤3级
2017年02月01日 多云/阴 6℃/-1℃ 东风≤3级/东风≤3级
2017年02月02日 阴/多云 6℃/0℃ 东风≤3级/东风≤3级
2017年02月03日 多云/晴 8℃/-1℃ 东北风≤3级/东北风≤3级
2017年02月04日 晴/多云 10℃/1℃ 东北风≤3级/东北风≤3级
2017年02月05日 晴/多云 11℃/2℃ 东北风≤3级/东北风≤3级
2017年02月06日 阴/雨夹雪 7℃/2℃ 东北风≤3级/东北风≤3级
2017年02月07日 小到中雪/小雨 3℃/-1℃ 东北风≤3级/东北风≤3级
2017年02月08日 阴/晴 5℃/-3℃ 东北风≤3级/东北风≤3级
2017年02月09日 晴/晴 6℃/-4℃ 东北风≤3级/东北风≤3级
2017年02月10日 多云/多云 7℃/-2℃ 东北风≤3级/东北风≤3级
2017年02月11日 晴/晴 10℃/-1℃ 东北风≤3级/东北风≤3级
2017年02月12日 晴/晴 12℃/0℃ 东北风≤3级/东北风≤3级
2017年02月13日 多云/阴 13℃/2℃ 东北风≤3级/东北风≤3级
2017年02月14日 阴/多云 13℃/3℃ 东风≤3级/东风≤3级
2017年02月15日 多云/多云 15℃/3℃ 东北风≤3级/东北风≤3级
2017年02月16日 晴/多云 16℃/3℃ 东北风≤3级/东北风≤3级
2017年02月17日 晴/晴 14℃/3℃ 东北风≤3级/东北风≤3级
2017年02月18日 晴/晴 17℃/5℃ 东北风≤3级/东北风≤3级
2017年02月19日 晴/阴 18℃/3℃ 东北风≤3级/东北风≤3级
2017年02月20日 阴/小雨 11℃/1℃ 东风≤3级/东风≤3级
2017年02月21日 中雪/阴 3℃/-2℃ 西南风≤3级/西南风≤3级
2017年02月22日 阴/多云 8℃/1℃ 东北风≤3级/东北风≤3级
2017年02月23日 多云/晴 8℃/0℃ 东北风≤3级/东北风≤3级
2017年02月24日 晴/多云 11℃/0℃ 东北风≤3级/东北风≤3级
2017年02月25日 多云/多云 12℃/1℃ 东北风≤3级/东北风≤3级
2017年02月26日 多云/晴 13℃/1℃ 东北风≤3级/东北风≤3级
2017年02月27日 多云/阴 15℃/4℃ 东北风≤3级/东北风≤3级
2017年02月28日 阴/阴 14℃/2℃ 东北风≤3级/东北风≤3级
2017年03月01日 晴/晴 12℃/0℃ 北风≤3级/北风≤3级
2017年03月02日 多云/多云 14℃/3℃ 东北风≤3级/东北风≤3级
2017年03月03日 多云/多云 16℃/3℃ 东北风≤3级/东北风≤3级
2017年03月04日 多云/多云 16℃/4℃ 东北风≤3级/东北风≤3级
2017年03月05日 阴/多云 14℃/4℃ 东风≤3级/东北风≤3级
2017年03月06日 多云/多云 15℃/2℃ 东北风≤3级/东北风≤3级
2017年03月07日 晴/晴 16℃/2℃ 东北风≤3级/东北风≤3级
2017年03月08日 晴/多云 14℃/2℃ 东北风≤3级/东北风≤3级
2017年03月09日 多云/多云 15℃/4℃ 东北风≤3级/东北风≤3级
2017年03月10日 阴/小雨 14℃/6℃ 东风≤3级/东风≤3级
2017年03月11日 阴/阴 14℃/7℃ 东北风≤3级/东北风≤3级
2017年03月12日 中雨/雨夹雪 9℃/4℃ 东风≤3级/东风≤3级
2017年03月13日 小到中雨/小到中雨 4℃/2℃ 东北风≤3级/东北风≤3级
2017年03月14日 阴/阴 11℃/4℃ 东风≤3级/东风≤3级
2017年03月15日 阴/多云 9℃/3℃ 东北风≤3级/东北风≤3级
2017年03月16日 多云/阴 12℃/4℃ 东北风≤3级/东北风≤3级
2017年03月17日 阴/多云 12℃/4℃ 东风≤3级/东风≤3级
2017年03月18日 阴/小雨 13℃/7℃ 东风≤3级/东风≤3级
2017年03月19日 小雨/小雨 12℃/5℃ 东风≤3级/东风≤3级
2017年03月20日 多云/多云 18℃/6℃ 东风≤3级/东风≤3级
2017年03月21日 阴/阴 16℃/7℃ 东北风≤3级/东北风≤3级
2017年03月22日 多云/阴 16℃/6℃ 东北风≤3级/东北风≤3级
2017年03月23日 阵雨/阴 12℃/6℃ 东北风≤3级/东北风≤3级
2017年03月24日 多云/多云 17℃/3℃ 东北风≤3级/东北风≤3级
2017年03月25日 多云/晴 16℃/3℃ 东北风≤3级/东北风≤3级
2017年03月26日 晴/晴 18℃/3℃ 东北风≤3级/东北风≤3级
2017年03月27日 晴/晴 20℃/8℃ 东北风≤3级/东北风≤3级
2017年03月28日 多云/多云 21℃/8℃ 东北风≤3级/东北风≤3级
2017年03月29日 阴/小雨 18℃/10℃ 西南风≤3级/西南风≤3级
2017年03月30日 多云/多云 15℃/8℃ 东北风≤3级/东北风≤3级
2017年03月31日 多云/晴 21℃/5℃ 东北风≤3级/东北风≤3级
2017年04月01日 晴/晴 20℃/8℃ 东北风≤3级/东北风≤3级
2017年04月02日 晴/多云 20℃/11℃ 东北风≤3级/东北风≤3级
2017年04月03日 小雨/阴 18℃/10℃ 东风≤3级/东风≤3级
2017年04月04日 阴/多云 20℃/11℃ 东风≤3级/东风≤3级
2017年04月05日 多云/多云 22℃/12℃ 东北风≤3级/东北风≤3级
2017年04月06日 多云/多云 23℃/13℃ 东北风≤3级/东北风≤3级
2017年04月07日 阴/阴 22℃/14℃ 东风≤3级/东风≤3级
2017年04月08日 小雨/小雨 19℃/12℃ 东风≤3级/东风≤3级
2017年04月09日 小雨/小雨 13℃/8℃ 东风≤3级/东风≤3级
2017年04月10日 小雨/阴 14℃/8℃ 东风≤3级/东风≤3级
2017年04月11日 阴/阴 21℃/9℃ 东北风≤3级/东北风≤3级
2017年04月12日 多云/多云 24℃/10℃ 东北风≤3级/东北风≤3级
2017年04月13日 多云/晴 26℃/12℃ 东北风≤3级/东北风≤3级
2017年04月14日 晴/多云 27℃/11℃ 东北风≤3级/东北风≤3级
2017年04月15日 小雨/中雨 24℃/12℃ 西南风≤3级/西南风≤3级
2017年04月16日 小雨/多云 19℃/10℃ 东风≤3级/东风≤3级
2017年04月17日 晴/晴 28℃/14℃ 东北风≤3级/东北风≤3级
2017年04月18日 晴/晴 30℃/14℃ 东北风≤3级/东北风≤3级
2017年04月19日 阴/多云 20℃/8℃ 东风≤3级/东风≤3级
2017年04月20日 多云/多云 23℃/11℃ 东北风≤3级/东北风≤3级
2017年04月21日 晴/晴 21℃/9℃ 东北风≤3级/东北风≤3级
2017年04月22日 晴/晴 22℃/10℃ 东北风≤3级/东北风≤3级
2017年04月23日 晴/多云 28℃/12℃ 东北风≤3级/东北风≤3级
2017年04月24日 局部多云/零散阵雨 28℃/15℃ 东北偏东风2/东北偏东风2
2017年04月25日 小雨/阴 22℃/11℃ 东风≤3级/东风≤3级
2017年04月26日 阴/阴 22℃/12℃ 东风≤3级/东风≤3级
2017年04月27日 多云/晴 23℃/10℃ 东北风≤3级/东北风≤3级
2017年04月28日 晴/晴 28℃/13℃ 东北风≤3级/东北风≤3级
2017年04月29日 晴/多云 30℃/15℃ 东北风≤3级/东北风≤3级
2017年04月30日 多云/多云 30℃/17℃ 东北风≤3级/东北风≤3级
2017年05月01日 多云/多云 30℃/18℃ 东北风≤3级/东北风≤3级
2017年05月02日 小雨/小雨 27℃/16℃ 东风≤3级/东风≤3级
2017年05月03日 中雨/多云 16℃/10℃ 西南风≤3级/东北风≤3级
2017年05月04日 多云/多云 24℃/14℃ 东北风≤3级/东北风≤3级
2017年05月05日 阴/多云 21℃/12℃ 东北风≤3级/东北风≤3级
2017年05月06日 多云/多云 23℃/13℃ 东北风≤3级/东北风≤3级
2017年05月07日 阴/多云 22℃/13℃ 东北风≤3级/东北风≤3级
2017年05月08日 晴/晴 28℃/14℃ 东北风≤3级/东北风≤3级
2017年05月09日 多云/晴 30℃/15℃ 东风≤3级/东风≤3级
2017年05月10日 阴/阴 28℃/17℃ 东北风≤3级/东北风≤3级
2017年05月11日 晴/晴 34℃/16℃ 东北风≤3级/东北风≤3级
2017年05月12日 晴/晴 32℃/17℃ 东北风≤3级/东北风≤3级
2017年05月13日 局部多云/阴天 33℃/18℃ 东北风2/东北风2
2017年05月14日 零散阵雨/零散阵雨 26℃/13℃ 东北偏北风3/东北偏北风3
2017年05月15日 零散阵雨/局部多云 24℃/13℃ 西北风2/西北风2
2017年05月16日 晴/晴 30℃/15℃ 东北风≤3级/东北风≤3级
2017年05月17日 晴/多云 33℃/20℃ 东北风≤3级/东北风≤3级
2017年05月18日 阵雨/小雨 30℃/19℃ 东风≤3级/东风≤3级
2017年05月19日 多云/多云 32℃/18℃ 东北风≤3级/东北风≤3级
2017年05月20日 阴/阵雨 31℃/20℃ 东风≤3级/东风≤3级
2017年05月21日 阴/小雨 30℃/21℃ 东北风≤3级/东北风≤3级
2017年05月22日 小到中雨/阴 24℃/15℃ 南风3-4级/东风≤3级
2017年05月23日 晴/晴 25℃/15℃ 东北风≤3级/东北风≤3级
2017年05月24日 多云/多云 28℃/16℃ 东北风≤3级/东北风≤3级
2017年05月25日 晴/多云 30℃/16℃ 东北风≤3级/东北风≤3级
2017年05月26日 晴/晴 33℃/19℃ 东北风≤3级/东北风≤3级
2017年05月27日 晴/晴 35℃/20℃ 东北风≤3级/东北风≤3级
2017年05月28日 多云/阴 36℃/22℃ 东北风≤3级/东北风≤3级
2017年05月29日 阵雨/阴 29℃/20℃ 东风≤3级/东风≤3级
2017年05月30日 晴/多云 33℃/20℃ 东北风≤3级/东北风≤3级
2017年05月31日 多云/多云 34℃/22℃ 东北风≤3级/东北风≤3级
2017年06月01日 多云/多云 36℃/22℃ 东北风≤3级/东北风≤3级
2017年06月02日 晴/多云 35℃/23℃ 东北风≤3级/东北风≤3级
2017年06月03日 阴/小雨 28℃/20℃ 西南风≤3级/西南风≤3级
2017年06月04日 大雨/大雨 17℃/15℃ 东风≤3级/东风≤3级
2017年06月05日 小雨/多云 20℃/15℃ 西南风≤3级/西南风≤3级
2017年06月06日 多云/晴 31℃/18℃ 东北风≤3级/东北风≤3级
2017年06月07日 多云/雷阵雨 31℃/20℃ 东北风≤3级/东北风≤3级
2017年06月08日 阴/阴 27℃/19℃ 东北风≤3级/东北风≤3级
2017年06月09日 小雨/小雨 27℃/18℃ 南风≤3级/南风≤3级
2017年06月10日 多云/多云 31℃/19℃ 东北风≤3级/东北风≤3级
2017年06月11日 多云/多云 32℃/21℃ 东北风≤3级/东北风≤3级
2017年06月12日 多云/多云 31℃/20℃ 东北风≤3级/东北风≤3级
2017年06月13日 多云/阴 32℃/20℃ 东北风≤3级/东北风≤3级
2017年06月14日 阴/阴 30℃/21℃ 东北风≤3级/东北风≤3级
2017年06月15日 多云/多云 30℃/20℃ 东北风≤3级/东北风≤3级
2017年06月16日 多云/多云 33℃/21℃ 东北风≤3级/东北风≤3级
2017年06月17日 多云/多云 33℃/22℃ 东北风≤3级/东北风≤3级
2017年06月18日 多云/多云 33℃/22℃ 东北风≤3级/东北风≤3级
2017年06月19日 多云/阴 34℃/24℃ 东北风≤3级/东北风≤3级
2017年06月20日 阴/小雨 33℃/23℃ 东北风≤3级/东北风≤3级
2017年06月21日 中雨/多云 34℃/21℃ 东北风≤3级/东北风≤3级
2017年06月22日 多云/多云 36℃/24℃ 东北风≤3级/东北风≤3级
2017年06月23日 多云/多云 36℃/23℃ 东北风≤3级/东北风≤3级
2017年06月24日 晴/晴 34℃/21℃ 东北风≤3级/东北风≤3级
2017年06月25日 多云/多云 33℃/18℃ 东北风≤3级/东北风≤3级
2017年06月26日 晴/晴 35℃/24℃ 东北风≤3级/东北风≤3级
2017年06月27日 晴/晴 37℃/23℃ 东北风≤3级/东北风≤3级
2017年06月28日 晴/多云 37℃/25℃ 东北风≤3级/东北风≤3级
2017年06月29日 阵雨/阴 35℃/23℃ 东北风≤3级/东北风≤3级
2017年06月30日 阵雨/多云 35℃/23℃ 东北风≤3级/东北风≤3级
2017年07月01日 晴/晴 36℃/24℃ 东北风≤3级/东北风≤3级
2017年07月02日 晴/晴 37℃/25℃ 东北风≤3级/东北风≤3级
2017年07月03日 多云/多云 37℃/25℃ 东北风≤3级/东北风≤3级
2017年07月04日 多云/多云 38℃/26℃ 东北风≤3级/东北风≤3级
2017年07月05日 小雨/小到中雨 29℃/23℃ 东风≤3级/东风≤3级
2017年07月06日 小雨/阴 26℃/20℃ 西南风≤3级/东北风≤3级
2017年07月07日 晴/多云 35℃/21℃ 无持续风向≤3级/无持续风向≤3级
2017年07月08日 多云/多云 37℃/24℃ 无持续风向≤3级/无持续风向≤3级
2017年07月09日 晴/晴 39℃/24℃ 无持续风向≤3级/无持续风向≤3级
2017年07月10日 局部多云/晴 42℃/24℃ 西南偏西风2/西南偏西风2
2017年07月11日 晴/晴 40℃/26℃ 东北风≤3级/南风3-4级
2017年07月12日 晴/多云 41℃/26℃ 南风3-4级/南风3-4级
2017年07月13日 多云/晴 40℃/25℃ 东南风3-4级/东南风≤3级
2017年07月14日 多云/晴 38℃/25℃ 东风3-4级/东南风≤3级
2017年07月15日 小雨/晴 38℃/26℃ 东风3-4级/东北风≤3级
2017年07月16日 阵雨/多云 34℃/24℃ 东风3-4级/东风3-4级
2017年07月17日 多云/多云 37℃/27℃ 东南风≤3级/东南风≤3级
2017年07月18日 小雨/多云 36℃/25℃ 南风≤3级/南风≤3级
2017年07月19日 晴/多云 40℃/27℃ 东风≤3级/南风≤3级
2017年07月20日 阴/多云 40℃/28℃ 南风≤3级/西南风≤3级
2017年07月21日 多云/多云 41℃/27℃ 东南风3-4级/东南风3-4级
2017年07月22日 小雨/晴 40℃/29℃ 东南风≤3级/西南风≤3级
2017年07月23日 多云/晴 40℃/28℃ 南风3-4级/南风≤3级
2017年07月24日 晴/晴 41℃/28℃ 东南风≤3级/东南风≤3级
2017年07月25日 多云/晴 40℃/29℃ 东南风4-5级/东南风4-5级
2017年07月26日 多云/多云 40℃/27℃ 南风≤3级/东南风3-4级
2017年07月27日 多云/小雨 40℃/27℃ 东北风≤3级/西风3-4级
2017年07月28日 小雨/小雨 31℃/23℃ 东北风3-4级/东北风≤3级
2017年07月29日 小雨/小雨 26℃/21℃ 东北风≤3级/东北风≤3级
2017年07月30日 多云/晴 32℃/21℃ 东北风≤3级/东北风≤3级
2017年07月31日 多云/晴 34℃/23℃ 东北风3-4级/东北风≤3级
2017年08月01日 多云/多云 34℃/23℃ 东北风3-4级/西南风≤3级
2017年08月02日 多云/晴 35℃/24℃ 北风≤3级/南风≤3级
2017年08月03日 多云/晴 39℃/26℃ 东北风≤3级/东风≤3级
2017年08月04日 晴/晴 38℃/25℃ 东北风3-4级/东风≤3级
2017年08月05日 晴/多云 40℃/26℃ 东北风≤3级/东北风≤3级
2017年08月06日 小雨/中雨 36℃/25℃ 西南风≤3级/西风≤3级
2017年08月07日 大雨/多云 26℃/20℃ 西南风3-4级/南风≤3级
2017年08月08日 晴/晴 33℃/20℃ 西南风3-4级/西南风≤3级
2017年08月09日 晴/晴 36℃/20℃ 西风3-4级/南风≤3级
2017年08月10日 多云/阴 36℃/24℃ 东北风≤3级/东南风≤3级
2017年08月11日 阴/多云 35℃/23℃ 西南风≤3级/东南风≤3级
2017年08月12日 少云/局部多云 36℃/24℃ 东南风2/东南风2
2017年08月13日 阵雨/晴 34℃/24℃ 南风≤3级/东北风≤3级
2017年08月14日 多云/多云 32℃/22℃ 东风≤3级/东风≤3级
2017年08月15日 多云/晴 36℃/22℃ 东北风≤3级/东风3-4级
2017年08月16日 晴/多云 37℃/25℃ 东风3-4级/东南风3-4级
2017年08月17日 阴/多云 37℃/25℃ 东南风3-4级/东南风3-4级
2017年08月18日 多云/多云 34℃/24℃ 东北风≤3级/东北风≤3级
2017年08月19日 阵雨/阵雨 30℃/23℃ 东北风≤3级/东北风≤3级
2017年08月20日 阵雨/阵雨 30℃/23℃ 北风≤3级/南风≤3级
2017年08月21日 阵雨/多云 30℃/23℃ 东北风3-4级/东北风≤3级
2017年08月22日 中雨/中雨 31℃/22℃ 东北风4-5级/西风4-5级
2017年08月23日 多云/多云 29℃/18℃ 西南风≤3级/南风≤3级
2017年08月24日 晴/小雨 31℃/19℃ 东风≤3级/东北风≤3级
2017年08月25日 阵雨/小雨 29℃/20℃ 东北风≤3级/西南风≤3级
2017年08月26日 阵雨/多云 27℃/22℃ 东风3-4级/东风3-4级
2017年08月27日 多云/阴 31℃/22℃ 东北风3-4级/东风3-4级
2017年08月28日 阴/小雨 26℃/18℃ 西南风≤3级/东北风3-4级
2017年08月29日 中雨/大雨 20℃/16℃ 东北风3-4级/北风≤3级
2017年08月30日 中雨/阴 18℃/16℃ 西风≤3级/南风≤3级
2017年08月31日 多云/小雨 25℃/16℃ 东北风≤3级/东北风≤3级
2017年09月01日 小雨/小雨 24℃/19℃ 东北风3-4级/东北风≤3级
2017年09月02日 阴/小雨 26℃/19℃ 东北风≤3级/东北风3-4级
2017年09月03日 中雨/小雨 22℃/18℃ 西南风≤3级/北风≤3级
2017年09月04日 小雨/小雨 21℃/18℃ 北风≤3级/南风≤3级
2017年09月05日 中雨/多云 21℃/16℃ 西南风≤3级/西南风≤3级
2017年09月06日 晴/晴 28℃/14℃ 西南风≤3级/东南风≤3级
2017年09月07日 晴/阴 29℃/19℃ 东北风≤3级/东北风≤3级
2017年09月08日 小雨/小雨 26℃/18℃ 南风≤3级/西南风≤3级
2017年09月09日 中雨/小雨 22℃/18℃ 西南风≤3级/西南风≤3级
2017年09月10日 多云/晴 27℃/16℃ 西南风3-4级/东南风≤3级
2017年09月11日 晴/晴 29℃/17℃ 东北风≤3级/东北风≤3级
2017年09月12日 晴/晴 30℃/18℃ 东北风3-4级/东南风3-4级
2017年09月13日 晴/多云 30℃/18℃ 东风3-4级/东风3-4级
2017年09月14日 多云/多云 26℃/18℃ 东北风≤3级/东北风≤3级
2017年09月15日 多云/多云 26℃/18℃ 东北风≤3级/东北风≤3级
2017年09月16日 小雨/阵雨 24℃/18℃ 北风≤3级/南风≤3级
2017年09月17日 多云/多云 28℃/17℃ 北风≤3级/南风≤3级
2017年09月18日 多云/阴 29℃/18℃ 西风≤3级/南风≤3级
2017年09月19日 小雨/小雨 29℃/16℃ 西南风≤3级/西南风≤3级
2017年09月20日 晴/阴 30℃/15℃ 北风≤3级/东风≤3级
2017年09月21日 多云/多云 31℃/17℃ 北风≤3级/南风≤3级
2017年09月22日 阴/多云 27℃/18℃ 东北风≤3级/东北风≤3级
2017年09月23日 多云/小雨 27℃/18℃ 北风≤3级/东南风≤3级
2017年09月24日 小雨/小雨 26℃/19℃ 东北风≤3级/西南风≤3级
2017年09月25日 小雨/小雨 21℃/18℃ 南风≤3级/北风≤3级
2017年09月26日 中雨/中雨 20℃/16℃ 西南风3-4级/西南风≤3级
2017年09月27日 中雨/晴 19℃/13℃ 西风≤3级/南风≤3级
2017年09月28日 多云/阴 26℃/16℃ 东北风3-4级/东南风≤3级
2017年09月29日 阴/多云 24℃/16℃ 南风≤3级/东北风≤3级
2017年09月30日 小雨/阴 22℃/15℃ 北风≤3级/北风≤3级
2017年10月01日 小雨/多云 22℃/16℃ 东南风≤3级/东北风≤3级
2017年10月02日 阴/中雨 21℃/15℃ 北风≤3级/西风≤3级
2017年10月03日 大雨/中雨 16℃/12℃ 东北风3-4级/东北风≤3级
2017年10月04日 小雨/阴 14℃/12℃ 东北风≤3级/东北风≤3级
2017年10月05日 多云/多云 19℃/11℃ 东北风≤3级/东北风≤3级
2017年10月06日 多云/多云 20℃/14℃ 东北风≤3级/东北风≤3级
2017年10月07日 多云/多云 21℃/15℃ 东北风≤3级/东北风≤3级
2017年10月08日 小雨/小雨 21℃/14℃ 北风≤3级/西风≤3级
2017年10月09日 小雨/中雨 16℃/11℃ 西南风3-4级/西南风3-4级
2017年10月10日 中雨/小雨 12℃/8℃ 西南风3-4级/东风≤3级
2017年10月11日 大雨/小雨 10℃/8℃ 西北风≤3级/西南风≤3级
2017年10月12日 多云/阴 18℃/8℃ 西南风≤3级/东北风≤3级
2017年10月13日 小雨/阴 16℃/10℃ 西南风≤3级/南风≤3级
2017年10月14日 阴/小雨 14℃/11℃ 东北风≤3级/东北风≤3级
2017年10月15日 小雨/小雨 13℃/10℃ 东北风≤3级/东北风≤3级
2017年10月16日 小雨/小雨 13℃/11℃ 东北风≤3级/东风≤3级
2017年10月17日 小雨/多云 17℃/12℃ 北风≤3级/南风≤3级
2017年10月18日 阴/多云 18℃/9℃ 北风≤3级/东北风≤3级
2017年10月19日 晴/多云 20℃/9℃ 东北风≤3级/东北风≤3级
2017年10月20日 多云/多云 20℃/11℃ 东南风≤3级/南风≤3级
2017年10月21日 阴/阴 19℃/13℃ 西南风≤3级/西南风≤3级
2017年10月22日 阴/阴 20℃/11℃ 西南风≤3级/南风≤3级
2017年10月23日 多云/多云 20℃/12℃ 东北风≤3级/东风≤3级
2017年10月24日 多云/阴 19℃/13℃ 东南风4-5级/东风3-4级
2017年10月25日 阴/多云 16℃/10℃ 东北风≤3级/西南风≤3级
2017年10月26日 晴/多云 21℃/6℃ 西南风≤3级/东风≤3级
2017年10月27日 晴/晴 21℃/10℃ 东北风≤3级/西南风≤3级
2017年10月28日 阴/小雨 17℃/7℃ 西风≤3级/东北风≤3级
2017年10月29日 多云/阴 15℃/8℃ 东北风≤3级/西南风≤3级
2017年10月30日 阴/小雨 13℃/9℃ 西南风≤3级/西南风≤3级
2017年10月31日 小雨/阴 14℃/10℃ 西南风≤3级/南风≤3级
2017年11月01日 晴/多云 19℃/8℃ 东北风≤3级/南风≤3级
2017年11月02日 晴/晴 23℃/7℃ 西南风≤3级/西南风≤3级
2017年11月03日 晴/晴 21℃/8℃ 东北风≤3级/东北风≤3级
2017年11月04日 晴/晴 19℃/8℃ 东北风3-4级/东北风≤3级
2017年11月05日 晴/多云 19℃/9℃ 东北风≤3级/南风≤3级
2017年11月06日 晴/多云 19℃/10℃ 西南风≤3级/西南风3-4级
2017年11月07日 晴/晴 19℃/9℃ 东北风≤3级/东北风≤3级
2017年11月08日 晴/多云 21℃/10℃ 北风≤3级/东风≤3级
2017年11月09日 阴/多云 16℃/8℃ 西风3-4级/西风≤3级
2017年11月10日 多云/小雨 13℃/6℃ 东南风≤3级/东北风≤3级
2017年11月11日 多云/晴 12℃/4℃ 北风≤3级/南风≤3级
2017年11月12日 多云/晴 14℃/3℃ 西南风≤3级/南风≤3级
2017年11月13日 晴/晴 14℃/0℃ 西南风1-2级/西南风1-2级
2017年11月14日 多云/晴 12℃/1℃ 东北风1-2级/东北风1-2级
2017年11月15日 多云/多云 12℃/2℃ 北风1-2级/北风1-2级
2017年11月16日 多云/阴 14℃/7℃ 北风1-2级/北风1-2级
2017年11月17日 小雨/阴 13℃/1℃ 西风1-2级/西风1-2级
2017年11月18日 阴/小雨 8℃/1℃ 东北风1-2级/东北风1-2级
2017年11月19日 小雨/晴 7℃/-2℃ 西南风1-2级/西南风1-2级
2017年11月20日 阴/阴 10℃/0℃ 西南风1-2级/西南风1-2级
2017年11月21日 阴/阴 11/0℃ 西南风3-4级/西南风3-4级
2017年11月22日 阴天/多云 16℃/8℃ 北风1/北风1
2017年11月23日 阴天/多云 16℃/8℃ 北风1/北风1
2017年11月24日 阴天/多云 16℃/8℃ 北风1/北风1
2017年11月25日 阴天/多云 16℃/8℃ 北风1/北风1
2017年11月26日 阴天/多云 16℃/8℃ 北风1/北风1
2017年11月27日 局部多云/晴 11℃/1℃ 西北偏西风1/西北偏西风1
2017年11月28日 少云/阴天 13℃/2℃ 东风1/东风1
2017年11月29日 多云/局部多云 9℃/-1℃ 东北偏北风3/东北偏北风3
2017年11月30日 少云/局部多云 9℃/-2℃ 东北风2/东北风2
2017年12月01日 局部多云/少云 9℃/-3℃ 东北偏北风3/东北偏北风3
2017年12月02日 少云/局部多云 12℃/0℃ 西南偏南风2/西南偏南风2
2017年12月03日 少云/晴 13℃/-2℃ 西南风2/西南风2
2017年12月04日 局部多云/局部多云 9℃/-4℃ 东北偏北风4/东北偏北风4
2017年12月05日 晴/晴 8℃/-3℃ 东北风3/东北风3
2017年12月06日 少云/晴 10℃/-3℃ 西南风1/西南风1
2017年12月07日 少云/局部多云 9℃/-5℃ 西南风2/西南风2
2017年12月08日 局部多云/局部多云 7℃/-5℃ 东北偏北风2/东北偏北风2
